1307|1-CW|Martes 18:30 a 21:29,Jueves 18:30 a 21:29|10
1307|1-CX|Martes 18:30 a 21:29,Jueves 18:30 a 21:29|10
1314|1-CW|Viernes 18:00 a 21:59|10
1316|1-CW|Viernes 18:00 a 21:59|10
1035|1-G14|Martes 09:00 a 11:59,Miercoles 15:00 a 17:59|10
1035|2-G14|Martes 09:00 a 11:59,Miercoles 15:00 a 17:59|10
1035|3-CX|Martes  18:00 a 20:59,Sabado 10:00 a 12:59|10
1035|3-G14|Martes 18:00 a 20:59,Sabado 10:00 a 12:59|10
1035|4-G14|Martes 18:00 a 20:59,Sabado 10:00 a 12:59|10
1035|1-CX|Martes  09:00 a 11:59,Miercoles 15:00 a 17:59|10
1043|1-G14|Miercoles  18:30 a 20:59,Jueves 18:30 a 21:59|10
1046|1-CP|Martes 19:00 a 21:59,Miercoles18:00 a 20:59|10
1042|1-G14|Lunes 18:00 a 21:59,Miercoles 18:00 a 19:59|10
80005|01A-CYT2|Martes 08:00 a 11:59|10
80005|02A-CYT2|Miercoles 08:00 a 11:59|10
80005|03A-CYT2|Jueves 08:00 a 11:59|10
80005|04A-CYT2|Viernes 08:00 a 11:59|10
80005|04B-CYT2|Viernes 08:00 a 11:59|10
80005|09A-CYT2|Martes 18:00 a 21:59|10
80005|11A-CYT2|Jueves 18:00 a 21:59|10
1044|1-G14|Viernes 16:00 a 21:59|10
1036|1-G14|Martes 16:00 a 17:59,Martes 18:00 a 21:59,Jueves 16:00 a 17:59|10
1036|2-G14|Martes 14:00 a 17:59,Martes 18:00 a 19:59,Jueves 18:00 a 19:59|10
1036|3-G14|Martes 14:00 a 17:59,Martes 18:00 a 19:59,Jueves 18:00 a 19:59|10
1036|4-G14|Martes 16:00 a 17:59,Martes 18:00 a 21:59,Jueves 16:00 a 17:59|10
1036|1-CX|Martes 16:00 a 17:59,Martes 18:00 a 21:59,Jueves 16:00 a 17:59|10
1036|2-CX|Martes 14:00 a 17:59,Martes 18:00 a 19:59,Jueves 18:00 a 19:59|10
1036|3-CX|Martes 14:00 a 17:59,Martes 18:00 a 19:59,Jueves 18:00 a 19:59|10
1304|1-CW|Lunes 18:00 a 21:59|10
90000|C-10-G10|Miercoles 10:00 a 12:59|10
90000|C-11-G10|Miercoles 11:00 a 13:59|10
90000|C-12-G10|Miercoles 15:00 a 17:59|10
90000|C-13-G10|Miercoles 18:00 a 20:59|10
90000|C-14-G10|Jueves  08:00 a 10:59|10
90000|C-15-G10|Jueves  15:00 a 17:59|10
90000|C-1-G10|Lunes 08:00 a 10:59|10
90000|C-2-G10|Lunes 11:00 a 13:59|10
90000|C-3-G10|Lunes 14:00 a 16:59|10
90000|C-4-G10|Lunes 15:00 a 17:59|10
90000|C-5-G10|Lunes 18:00 a 20:59|10
90000|C-6-G10|Martes 08:00 a 10:59|10
90000|C-7-G10|Martes 09:00 a 11:59|10
90000|C-8-G10|Martes 14:00 a 16:59|10
90000|C-9-G10|Miercoles 08:00 a 10:59|10
90000|C-16-G10|Viernes 09:00 a 11:59|10
90000|C-17-G10|Viernes 11:00 a 13:59|10
90000|C-21-G10|Viernes 15:00 a 17:59|10
90028|C-2-G14|Miercoles  10:00 a 12:59|10
90028|C-1-G14|Lunes 09:00 a 11:59|10
1052|1-G14|Miercoles 18:00 a 21:59|10
487|1-G14|Lunes 09:00 a 11:59,Jueves 09:00 a 11:59,Sabado 09:00 a 10:59|10
487|2-G14|Lunes 09:00 a 11:59,Jueves 09:00 a 11:59,Sabado 09:00 a 10:59|10
487|3-CX|Lunes 09:00 a 11:59,Jueves 09:00 a 11:59,Sabado 09:00 a 10:59|10
487|3-G14|Lunes 09:00 a 11:59,Jueves 09:00 a 11:59,Sabado 09:00 a 10:59|10
487|4-G14|Lunes 12:00 a 14:59,Jueves 12:00 a 14:59,Sabado 09:00 a 10:59|10
487|5-G14|Lunes 12:00 a 14:59,Jueves 12:00 a 14:59,Sabado 09:00 a 10:59|10
487|6-G14|Lunes 16:00 a 18:59,Jueves 16:00 a 18:59,Sabado 09:00 a 10:59|10
487|7-G14|Lunes 16:00 a 18:59,Jueves 16:00 a 18:59,Sabado 09:00 a 10:59|10
487|1-CX|Lunes 09:00 a 11:59,Jueves 09:00 a 11:59,Sabado 09:00 a 10:59|10
487|7-CX|Lunes 16:00 a 18:59,Jueves 16:00 a 18:59,Sabado 09:00 a 10:59|10
487|8-G14|Lunes 19:00 a 21:59,Jueves 19:00 a 21:59,Sabado 09:00 a 10:59|10
487|9-G14|Lunes 19:00 a 21:59,Jueves 19:00 a 21:59,Sabado 09:00 a 10:59|10
487|10-G14|Lunes  19:00 a 21:59,Jueves 19:00 a 21:59,Sabado 09:00 a 10:59|10
487|10-CX|Lunes 19:00 a 21:59,Jueves 19:00 a 21:59,Sabado 09:00 a 10:59|10
487|4-CX|Lunes 12:00 a 14:59,Jueves 12:00 a 14:59,Sabado 09:00 a 10:59|10
1056|1-G14|Viernes 18:00 a 21:59|10
1047|1-G14|Jueves 18:00 a 21:59|10
80000|01-EUA123|Lunes 09:00 a 12:59|10
80000|02-EUA123|Jueves 09:00 a 12:59|10
80000|04-EUA123|Lunes 09:00 a 10:59,Jueves 09:00 a 10:59|10
80000|05-EUA123|Lunes 11:00 a 12:59,Jueves 11:00 a 12:59|10
80000|06-EUA123|Martes 14:00 a 17:59|10
80000|07-EUA123|Lunes 14:00 a 17:59|10
80000|08-EUA123|Lunes 18:00 a 21:59|10
80000|09-EUA123|Jueves 14:00 a 17:59|10
80000|11-EUA123|Martes 09:00 a 12:59|10
80000|12-EUA123|Miercoles  14:00 a 17:59|10
80000|01-DEA|Lunes 14:00 a 15:59,Jueves 14:00 a 15:59|10
80000|02-DEA|Lunes 16:00 a 17:59,Jueves 16:00 a 17:59|10
80000|03-DEA|Lunes 18:00 a 19:59,Jueves 18:00 a 19:59|10
80000|04-DEA|Lunes 18:00 a 19:59,Jueves 18:00 a 19:59|10
80000|05-DEA|Lunes 20:00 a 21:59,Jueves 20:00 a 21:59|10
80000|06-DEA|Lunes 08:30 a 10:29,Jueves 08:30 a 10:29|10
80000|07-DEA|Lunes 18:00 a 19:59,Jueves 18:00 a 19:59|10
80000|08-DEA|Lunes 20:00 a 21:59,Jueves 20:00 a 21:59|10
80000|09-DEA|Lunes 08:30 a 10:29,Jueves 08:30 a 10:29|10
80000|10-DEA|Lunes 10:30 a 12:29,Jueves 10:30 a 12:29|10
80000|11-DEA|Martes 10:30 a 12:29,Viernes 10:30 a 12:29|10
80000|12-DEA|Lunes 08:30 a 10:29,Jueves 08:30 a 10:29|10
80000|13-DEA|Lunes 10:30 a 12:29,Jueves 10:30 a 12:29|10
80000|14-DEA|Martes 08:30 a 10:29,Viernes 08:30 a 10:29|10
80000|15-DEA|Martes 10:30 a 12:29,Viernes 10:30 a 12:29|10
80000|18-DEA|Lunes 14:00 a 15:59,Jueves 14:00 a 15:59|10
80000|19-DEA|Lunes 16:00 a 17:59,Jueves 16:00 a 17:59|10
80000|20-DEA|Lunes 08:30 a 10:29,Jueves 08:30 a 10:29|10
80000|21-DEA|Lunes 10:30 a 12:29,Jueves 10:30 a 12:29|10
80000|23-DEA|Lunes 20:00 a 21:59,Jueves 20:00 a 21:59|10
80000|24-DEA|Lunes 08:30 a 10:29,Jueves 08:30 a 10:29|10
80000|25-DEA|Lunes 10:30 a 12:29,Jueves 10:30 a 12:29|10
80000|26-DEA|Lunes 18:00 a 19:59,Miercoles18:00 a 19:59|10
80000|27-DEA|Lunes 20:00 a 21:59,Miercoles20:00 a 21:59|10
80000|28-DEA|Lunes 14:00 a 15:59,Jueves 14:00 a 15:59|10
80000|03-EUA123|Sabado 09:00 a 12:59|10
80000|10-EUA123|Lunes 14:00 a 17:59|10
80000|13-EUA123|Jueves 18:00 a 21:59|10
80000|14-EUA123|Martes 18:00 a 21:59|10
80000|15-EUA123|Jueves 18:00 a 21:59|10
80000|16-DEA|Miercoles 08:30 a 12:29|10
80000|17-DEA|Lunes 16:00 a 17:59,Jueves 16:00 a 17:59|10
80000|22-DEA|Lunes 18:00 a 19:59,Jueves 18:00 a 19:59|10
80000|01-DCS|Lunes 08:30 a 10:29,Jueves 08:30 a 10:29|10
80000|02-DCS|Lunes 08:30 a 10:29,Jueves 08:30 a 10:29|10
80000|03-DCS|Lunes 08:30 a 10:29,Jueves 08:30 a 10:29|10
80000|04-DCS|Lunes 08:30 a 10:29,Jueves 08:30 a 10:29|10
80000|05-DCS|Lunes 10:30 a 12:29,Jueves 10:30 a 12:29|10
80000|06-DCS|Lunes 10:30 a 12:29,Jueves 10:30 a 12:29|10
80000|07-DCS|Lunes 10:30 a 12:29,Jueves 10:30 a 12:29|10
80000|08-DCS|Lunes 10:30 a 12:29,Jueves 10:30 a 12:29|10
80000|09-DCS|Miercoles 08:30 a 10:29,Sabado 08:30 a 10:29|10
80000|10-DCS|Miercoles 10:30 a 12:29,Sabado 10:30 a 12:29|10
80000|11-DCS|Lunes 14:00 a 15:59,Jueves 14:00 a 15:59|10
80000|12-DCS|Lunes 14:00 a 15:59,Jueves 14:00 a 15:59|10
80000|13-DCS|Lunes 16:00 a 17:59,Jueves 16:00 a 17:59|10
80000|14-DCS|Lunes 16:00 a 17:59,Jueves 16:00 a 17:59|10
80000|16-DCS|Martes 18:00 a 19:59,Viernes 18:00 a 19:59|10
80000|17-DCS|Martes 18:00 a 19:59,Viernes 18:00 a 19:59|10
80000|18-DCS|Martes 18:00 a 19:59,Viernes 18:00 a 19:59|10
80000|20-DCS|Martes 20:00 a 21:59,Viernes 20:00 a 21:59|10
80000|21-DCS|Martes 20:00 a 21:59,Viernes 20:00 a 21:59|10
80000|22-DCS|Lunes 18:00 a 19:59,Jueves 18:00 a 19:59|10
80000|S1-DCS|Viernes  08:30 a 10:29|10
80000|S2-DCS|Viernes  10:30 a 12:29|10
80000|S3-DCS|Jueves 16:00 a 17:59|10
80000|S4-DCS|Lunes 14:00 a 15:59|10
80000|V1-DCS|Lunes 10:30 a 12:29|10
80000|V2-DCS|Lunes 18:00 a 19:59|10
80000|15-DCS|Martes 14:00 a 17:59|10
80000|23-DCS|Lunes 20:00 a 21:59,Jueves 20:00 a 21:59|10
80000|01A-CYT1y2|Martes 08:00 a 09:59|10
80000|01B-CYT1y2|Martes 10:00 a 11:59|10
80000|02A-CYT1y2|Miercoles 08:00 a 09:59|10
80000|02B-CYT1y2|Miercoles 10:00 a 11:59|10
80000|03A-CYT1y2|Jueves 08:00 a 09:59|10
80000|03B-CYT1y2|Jueves 10:00 a 11:59|10
80000|04A-CYT1y2|Viernes 08:00 a 09:59|10
80000|05A-CYT1y2|Martes 13:00 a 14:59|10
80000|05B-CYT1y2|Martes 15:00 a 16:59|10
80000|06A-CYT1y2|Miercoles 13:00 a 14:59|10
80000|06B-CYT1y2|Miercoles 15:00 a 16:59|10
80000|07B-CYT1y2|Jueves 15:00 a 16:59|10
80000|09A-CYT1y2|Martes 18:00 a 19:59|10
80000|09B-CYT1y2|Martes 20:00 a 21:59|10
80000|10A-CYT1y2|Miercoles 18:00 a 19:59|10
80000|11A-CYT1y2|Jueves 18:00 a 19:59|10
80000|07A-CYT1y2|Jueves 13:00 a 14:59|10
80000|12A-CYT1y2|Viernes 18:00 a 19:59|10
80000|10B-CYT1y2|Miercoles 20:00 a 21:59|10
80000|11B-CYT1y2|Jueves 20:00 a 21:59|10
1306|1-G14|Lunes  19:00 a 20:59,Miercoles18:30 a 20:29|10
1302|1-G14|Miercoles  17:00 a 19:59,Viernes  17:00 a 19:59|10
8003N|01A-CYT1y2|Martes 08:00 a 11:59|10
8003N|01B-CYT1y2|Martes 08:00 a 11:59|10
8003N|02A-CYT1y2|Miercoles 08:00 a 11:59|10
8003N|02B-CYT1y2|Miercoles 08:00 a 11:59|10
8003N|03A-CYT1y2|Jueves 08:00 a 11:59|10
8003N|03B-CYT1y2|Jueves 08:00 a 11:59|10
8003N|04A-CYT1y2|Viernes 08:00 a 11:59|10
8003N|04B-CYT1y2|Viernes 08:00 a 11:59|10
8003N|05A-CYT1y2|Martes 13:00 a 16:59|10
8003N|06A-CYT1y2|Miercoles 13:00 a 16:59|10
8003N|06B-CYT1y2|Miercoles 13:00 a 16:59|10
8003N|08A-CYT1y2|Viernes 13:00 a 16:59|10
8003N|09A-CYT1y2|Martes 18:00 a 21:59|10
8003N|10A-CYT1y2|Miercoles 18:00 a 21:59|10
8003N|10B-CYT1y2|Miercoles 18:00 a 21:59|10
8003N|11A-CYT1y2|Jueves 18:00 a 21:59|10
8003N|11B-CYT1y2|Jueves 18:00 a 21:59|10
8003N|12A-CYT1y2|Viernes 18:00 a 21:59|10
8003N|04C-CYT1y2|Viernes 08:00 a 11:59|10
8003N|01C-CYT1y2|Martes 08:00 a 11:59|10
1033|1-G14|Martes 09:00 a 12:59,Jueves 09:00 a 12:59|10
1033|2-G14|Lunes 18:00 a 21:59,Miercoles 18:00 a 21:59|10
1033|3-G14|Lunes 09:00 a 12:59,Miercoles 09:00 a 12:59|10
1033|4-G14|Martes 08:00 a 11:59,Viernes 08:00 a 11:59|10
1033|5-G14|Martes 18:00 a 21:59,Viernes 18:00 a 21:59|10
1033|6-G14|Martes 13:00 a 16:59,Viernes 13:00 a 16:59|10
1033|7-G14|Lunes 09:00 a 12:59,Miercoles 09:00 a 12:59|10
1033|8-G14|Martes 09:00 a 12:59,Jueves 09:00 a 12:59|10
1033|9-G14|Martes 13:00 a 16:59,Miercoles 13:00 a 16:59|10
1033|10-G14|Martes  13:00 a 16:59,Jueves 13:00 a 16:59|10
1041|1-G14|Martes  16:00 a 17:59,Viernes 16:00 a 17:59|10
1041|2-G14|Martes  18:00 a 19:59,Viernes 18:00 a 19:59|10
1032|1-G14|Martes 09:00 a 11:59,Viernes  09:00 a 11:59|10
1032|2-G14|Martes 09:00 a 11:59,Viernes  09:00 a 11:59|10
1032|3-G14|Martes 15:00 a 17:59,Viernes  15:00 a 17:59|10
1032|4-G14|Martes 18:00 a 19:59,Viernes  18:00 a 21:59|10
1032|5-G14|Martes 09:00 a 11:59,Viernes  13:00 a 15:59|10
1032|6-G14|Martes 09:00 a 11:59,Viernes  09:00 a 11:59|10
1032|8-G14|Martes 09:00 a 11:59,Viernes  09:00 a 11:59|10
1032|7-G14|Martes 18:00 a 19:59,Viernes  18:00 a 21:59|10
1032|10-G14|Lunes 13:00 a 16:59,Miercoles13:00 a 14:59|10
1032|11-G14|Martes  13:00 a 16:59,Viernes  13:00 a 14:59|10
1305|1-CW|Martes 08:00 a 11:59,Jueves 18:00 a 21:59|10
1040|1-G14|Martes  20:00 a 21:59,Sabado 10:00 a 11:59|10
1040|1-CX|Martes 20:00 a 21:59,Sabado 10:00 a 11:59|10
1034|1-G14|Miercoles  14:00 a 17:59,Jueves 14:00 a 17:59|10
1034|2-G14|Lunes 18:00 a 21:59,Miercoles18:00 a 21:59|10
1034|3-G14|Lunes 18:00 a 21:59,Miercoles18:00 a 21:59|10
1037|1-G14|Lunes 18:00 a 20:59,Jueves 15:00 a 17:59|10
1037|2-G14|Lunes 18:00 a 20:59,Jueves 18:00 a 20:59|10
1045|1-G14|Jueves 18:00 a 19:59,Sabado 10:00 a 11:59|10
1038|1-G14|Martes  09:00 a 10:59,Jueves 08:00 a 11:59|10
1038|2-G14|Martes  18:00 a 19:59,Jueves 18:00 a 21:59|10
1038|3-G14|Martes  20:00 a 21:59,Jueves 18:00 a 21:59|10
1038|4-G14|Martes  09:00 a 10:59,Jueves 13:00 a 16:59|10
646|1-CP|Sabado 09:00 a 12:59|10
1805|-1-CP|Martes 18:00 a 21:59|10
1311|1-G14|Miercoles  18:00 a 21:59|10
1039|1-CX|Lunes 19:00 a 21:59,Miercoles 19:00 a 21:59|10
1039|1-G14|Lunes 19:00 a 21:59,Miercoles 19:00 a 21:59|10
1039|2-G14|Lunes 19:00 a 21:59,Miercoles 19:00 a 21:59|10
N-751|1-CL19|Jueves 18:00 a 19:59|10
N-751|2-CL19|Martes 18:00 a 19:59|10
N-751|1-G15|Jueves  18:00 a 19:59|10
N-751|2-G15|Martes  18:00 a 19:59|10
N-752|1-G15|Lunes 16:00 a 17:59|10
N-752|2-G15|Jueves  18:00 a 19:59|10
1060|1-CP| Sabado 8:00 a 11:59|10